No.,Date,Account,Note,Amount,Label,Time
371,07-12-2022,Pocket,to 7373 via jittam,60,0.0,0
372,08-12-2022,Pocket,dinner,40,0.0,0
373,09-12-2022,Pocket,dinner,45,0.0,0
374,10-12-2022,Pocket,dinner,35,0.0,0
375,11-12-2022,Pocket,dinner + lunch,80,0.0,0
376,12-12-2022,Pocket,dinner,35,0.0,0
377,13-12-2022,Pocket,dinner,35,0.0,0
378,14-12-2022,Pocket,dinner,35,0.0,0
379,16-12-2022,Pocket,dinner,35,0.0,0
380,17-12-2022,Pocket,dinner,35,0.0,0
381,18-12-2022,Pocket,dinner + lunch,60,0.0,0
382,19-12-2022,Pocket,dinner,35,0.0,0
383,20-12-2022,Pocket,dinner,35,0.0,0
384,21-12-2022,Pocket,dinner,35,0.0,0
385,22-12-2022,Pocket,dinner,35,0.0,0
386,23-12-2022,Pocket,dinner,35,0.0,0
387,24-12-2022,Pocket,dinner + Lunch ,50,0.0,0
388,25-12-2022,Pocket,dinner + Lunch ,75,563.0,0
389,26-12-2022,Pocket,dinner,35,0.0,0
390,27-12-2022,Pocket,lunch + dinner,43,0.0,0
391,28-12-2022,Pocket,dinner,50,0.0,0
392,29-12-2022,Pocket,dinner + lunch + coffee ,60,0.0,0
393,30-12-2022,Pocket,dinner + breakfast ,50,0.0,0
394,31-12-2022,Pocket,lunch + dinner,60,0.0,0
395,01-01-2023,Pocket,lunch + dinner,73,0.0,0
396,02-01-2023,Pocket,dinner,35,0.0,0
397,03-01-2023,Pocket,dinner + lunch,70,277.0,0
398,04-01-2023,Pocket,dinner + lunch,50,0.0,0
399,05-01-2023,Pocket,dinner + lunch,55,0.0,0
400,06-01-2023,Pocket,dinner + lunch,55,0.0,0
401,06-01-2023,Pocket,pen,10,0.0,0
402,07-01-2023,Pocket,dinner + lunch,90,0.0,0
403,08-01-2023,Pocket,dinner + lunch,60,0.0,0
404,09-01-2023,Pocket,dinner,45,0.0,0
405,10-01-2023,Pocket,dinner+lunch,95,0.0,0
406,11-01-2023,Pocket,dinner,35,200.0,0
407,12-01-2023,Pocket,dinner,35,0.0,0
408,13-01-2023,Pocket,train + riksa + bus,118,2000.0,0
409,16-01-2023,Pocket,riksa,50,0.0,0
410,17-01-2023,Pocket,lunch,20,0.0,0
411,18-01-2023,Pocket,dinner,35,0.0,0
412,19-01-2023,Pocket,dinner,35,0.0,0
413,20-01-2023,Pocket,dinner,35,0.0,0
414,21-01-2023,Pocket,dinner + lunch,55,0.0,0
415,22-01-2023,Pocket,dinner,40,0.0,0
416,23-01-2023,Pocket,dinner,75,0.0,0
417,23-01-2023,Pocket,EarBurd,900,0.0,0
418,24-01-2023,Pocket,dinner + lunch,60,0.0,0
419,25-01-2023,Pocket,dinner ,50,0.0,0
420,26-01-2023,Pocket,dinner ,60,0.0,0
421,27-01-2023,Pocket,dinner ,35,0.0,0
422,28-01-2023,Pocket,dinner ,35,0.0,0
423,29-01-2023,Pocket,dinner ,45,0.0,0
424,30-01-2023,Pocket,dinner ,50,0.0,0
425,31-01-2023,Pocket,dinner ,195,0.0,0
426,01-02-2023,Pocket,dinner ,75,0.0,0
427,02-02-2023,Pocket,dinner ,40,0.0,0
428,03-02-2023,Pocket,dinner ,35,0.0,0
429,04-02-2023,Pocket,lunch,50,10.0,0
430,05-02-2023,Pocket,dinner + lunch,70,35.0,0
431,06-02-2023,Pocket,dinner,35,0.0,0
432,07-02-2023,Pocket,dinner,35,0.0,0
433,08-02-2023,Pocket,dinner,35,0.0,0
434,09-02-2023,Pocket,dinner,35,0.0,0
435,10-02-2023,Pocket,dinner + lunch,65,0.0,0
436,10-02-2023,Pocket,graps,20,0.0,0
437,11-02-2023,Pocket,dinner + lunch ,59,0.0,0
438,11-02-2023,Pocket,riksa ,10,0.0,0
439,12-02-2023,Pocket,dinner + lunch ,65,1010.0,0
440,13-02-2023,Pocket,dinner,35,0.0,0
441,14-02-2023,Pocket,dinner,50,0.0,0
442,15-02-2023,Pocket,lunch  ,35,1200.0,0
443,15-02-2023,Pocket,riksa,20,0.0,0
444,16-02-2023,Pocket,dinner,60,0.0,0
445,17-02-2023,Pocket,dinner,40,0.0,0
446,17-02-2023,Pocket,for jittam ,25,0.0,0
447,17-02-2023,Pocket,for jittam ,198,0.0,0
448,18-02-2023,Pocket,dinner+ lunch ,60,0.0,0
449,19-02-2023,Pocket,dinner,50,0.0,0
450,20-02-2023,Pocket,dinner,20,0.0,0
451,21-02-2023,Pocket,ddu alumni association ,300,0.0,0
452,21-02-2023,Pocket,dinner + lunch ,58,0.0,0
453,22-02-2023,Pocket,dinner + lunch ,102,0.0,0
454,23-02-2023,Pocket,dinner,35,0.0,0
455,24-02-2023,Pocket,dinner + lunch ,80,0.0,0
456,24-02-2023,Pocket,riksa + pencil lead,20,0.0,0
457,25-02-2023,Pocket,riksa+ train,120,0.0,0
458,09-03-2023,Pocket,riksa,40,100.0,0
459,10-03-2023,Pocket,dinner,90,0.0,0
460,11-03-2023,Pocket,dinner+lunch,130,0.0,0
461,12-03-2023,Pocket,dinner+lunch,80,0.0,0
462,13-03-2023,Pocket,dinner+lunch,70,0.0,0
463,14-03-2023,Pocket,dinner+lunch,60,0.0,0
464,15-03-2023,Pocket,dinner+lunch,40,0.0,0
465,16-03-2023,Pocket,dinner+lunch,40,0.0,0
466,17-03-2023,Pocket,dinner+lunch,85,0.0,0
467,18-03-2023,Pocket,dinner+lunch,82,0.0,0
468,18-03-2023,Pocket,print,14,0.0,0
469,19-03-2023,Pocket,dinner+lunch,65,0.0,0
470,26-03-2023,Pocket,riksa + train + bus,120,500.0,0
471,26-03-2023,Pocket,biscuit,20,0.0,0
472,26-03-2023,Pocket,lunch,75,0.0,0
